posted,neighborhood,post title,number bedrooms,sqft,URL,price,cities,towns,neighborhoods,zips,types,parking,laundry
2020-06-04 22:17:00, (Woodbury),Nice and Spacious Townhouse for Rent,3.0,1720.0,https://minneapolis.craigslist.org/wsh/apa/d/saint-paul-nice-and-spacious-townhouse/7132723645.html,1795,Woodbury,,Woodbury,55125,9,2,1
2020-06-04 22:16:00, (Minnetonka),VIRTUAL TOURS AVAILABLE! Spacious and well maintained rental townhome,3.0,1434.0,https://minneapolis.craigslist.org/hnp/apa/d/virtual-tours-available-spacious-and/7122358187.html,1899,Minnetonka,,Minnetonka,55345,9,3,1
2020-06-04 22:08:00, (St. Paul),Updated Wilder Park 1 Bedroom 1 Bath 15th Floor Condo,1.0,730.0,https://minneapolis.craigslist.org/ram/apa/d/saint-paul-updated-wilder-park-1/7136102791.html,1145,St. Paul,,Highland Village,55105,2,4,3
2020-06-04 22:00:00," (Shady Oak Rd, Eden Prairie)","SPECIAL! Wood-Burning Fireplace, Vaulted Ceilings, Top Floor, Dog Park",1.0,750.0,https://minneapolis.craigslist.org/hnp/apa/d/eden-prairie-special-wood-burning/7136069247.html,1320,Minnetonka,,Minnetonka,55343,1,2,1
2020-06-04 21:59:00," (3063 Virginia Avenue South, Saint Louis Park)","2 BR $1200, MAY Move In Special $600.00, Brand New Kitchen and Bath",2.0,950.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-2-br-1200-may-move-in/7136100287.html,1200,Saint Louis Park,,Aquila,55426,1,3,3
2020-06-04 21:59:00, (North Saint Paul),"Open Floor Plan, Balcony, Awesome Green Space, MAY RENT 1/2 PRICE",2.0,900.0,https://minneapolis.craigslist.org/ram/apa/d/stillwater-open-floor-plan-balcony/7136100198.html,1050,North St. Paul,,North St. Paul,55109,1,3,3
2020-06-04 21:59:00, (Uptown Minneapolis),"Brand New Kitchen, MAY RENT = $1000.00, Uptown, Huge BRs and Closets",3.0,1400.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-brand-new-kitchen-may-rent/7136100097.html,1890,Minneapolis,,Lowry Hill East,55408,1,4,3
2020-06-04 21:58:00," (3055 Virginia Ave S, St. Louis Park)","HW Floors, 2nd Floor, Huge BR + Closets, MAY Rent 1/2 Price Rent",1.0,750.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-hw-floors-2nd-floor-huge-br/7136100008.html,1000,Saint Louis Park,,Aquila,55426,1,3,3
2020-06-04 21:56:00," (Northeast Minneapolis, MN)",Virtually here for all your leasing needs!,2.0,1098.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-virtually-here-for-all-your/7123089710.html,1842,Minneapolis,,St Anthony East,55413,1,2,1
2020-06-04 21:49:00, (Maple Grove),Townhome in MG Open House Sunday June 7 from 12 to 3,3.0,1505.0,https://minneapolis.craigslist.org/hnp/apa/d/maple-grove-townhome-in-mg-open-house/7122156556.html,1650,Maple Grove,Maple Grove,Maple Grove,55311,,,
