posted,neighborhood,post title,number bedrooms,sqft,URL,price,cities,towns,neighborhoods,zips,types,parking,laundry
2020-06-09 15:15:00, (Wildwood Park),Cozy 1 BD / 1 BA,1.0,775.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-cozy-1-bd-1-ba/7138779239.html,1755,,,,22003:22204,1,4,1
2020-06-09 15:15:00," (Rosslyn, Arlington)","Latest in Design, Great Rec Center, Garage Parking Options",1.0,760.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-latest-in-design-great-rec/7138779203.html,1934,,,,22209,1,,1
2020-06-09 15:14:00," (805 S Walter Reed Dr. Arlington, VA)",CALL TODAY! SPACIOUS 1BR ONLY $1199!!!,1.0,650.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-call-today-spacious-1br-only/7138778974.html,1199,,,Nauck,22204,1,4,4
2020-06-09 15:14:00, (Bethesda),One bedroom/one bath all utilities included,1.0,700.0,https://washingtondc.craigslist.org/mld/apa/d/bethesda-one-bedroom-one-bath-all/7137080899.html,1470,North Bethesda,North Bethesda,Fernwood,20817,1,5,1
2020-06-09 15:14:00, (Washington),two-bedroom duplex in historic Dupont Circle,2.0,1000.0,https://washingtondc.craigslist.org/doc/apa/d/washington-two-bedroom-duplex-in/7138757067.html,2600,Washington,,Adams Morgan,20009,9,5,1
2020-06-09 15:14:00," (Alexandria, Huntington, Belle Haven)","Package receiving, Fitness center, Award-winning customer service",1.0,548.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-package-receiving-fitness/7138778423.html,1295,Alexandria,,Lyles-Crouch,22314,1,,
2020-06-09 15:14:00," (Camp Springs, near Metro, 495 beltway)","Outdoor Garden Areas, Granite Countertops, Walk-in Closets",3.0,,https://washingtondc.craigslist.org/mld/apa/d/suitland-outdoor-garden-areas-granite/7136398238.html,2600,,,Suitland Manor,20746,1,2,1
2020-06-09 15:14:00, (Arlington),NEWLY Reduced! Oversized 2BR 2BA corner unit at Ballston metro,2.0,1300.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-newly-reduced-oversized-2br/7137073155.html,3200,,,,22203,1,2,1
2020-06-09 15:13:00, (Arlington),IMMEDIATE MOVE IN SPECIAL!,1.0,650.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-immediate-move-in-special/7138777993.html,1299,,,Nauck,22204,1,4,4
2020-06-09 15:13:00, (Washington),Bedroom and Shared Bathroom Across from Gallaudet,1.0,,https://washingtondc.craigslist.org/doc/apa/d/washington-bedroom-and-shared-bathroom/7138777757.html,1175,Washington,,Trinidad,20002,1,4,1
2020-06-09 15:13:00, (Reston),"Look no further! We have it all - and more! 2 Bed, 1.5 Bath, 977 SqFt",2.0,971.0,https://washingtondc.craigslist.org/nva/apa/d/reston-look-no-further-we-have-it-all/7138774094.html,1560,Reston,Reston,Lake Anne Village,20190,1,4,3
2020-06-09 15:13:00, (Alexandria),Welcome to your new home!,1.0,1650.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-welcome-to-your-new-home/7138777662.html,837,Alexandria,,Patrick Henry,22304,,,
2020-06-09 15:13:00," (805 S Walter Reed Dr. Arlington, VA)",IT WON'T LAST! SPACIOUS 1BR ONLY $1199!!! ASK FOR AVA!,1.0,650.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-it-wont-last-spacious-1br/7138777425.html,1199,,,Nauck,22204,1,4,4
2020-06-09 15:12:00," (Annandale, Springfield, Fairfax)","Microwave in unit , Huge closets, Playground",2.0,1449.0,https://washingtondc.craigslist.org/nva/apa/d/annandale-microwave-in-unit-huge/7138777201.html,1982,,,,22003,1,,
2020-06-09 15:12:00, (Adams Morgan),"Sunny Bedroom for Rent in AdMo Apartment, Minutes from 17th St",1.0,,https://washingtondc.craigslist.org/doc/apa/d/washington-sunny-bedroom-for-rent-in/7138776980.html,1450,Washington,,Washington,20009-5540,1,5,1
2020-06-09 15:12:00," (Alexandria, Huntington, Belle Haven)",Welcome to your new home!,1.0,548.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-welcome-to-your-new-home/7133890081.html,1295,Alexandria,,Lyles-Crouch,22314,1,,
2020-06-09 15:11:00," (805 S Walter Reed Dr. Arlington, VA)","A ""MUST SEE"" SPACIOUS 1 BEDROOM ONLY $1199!!! VIRTUAL TOUR!",1.0,650.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-must-see-spacious-1-bedroom/7138776690.html,1199,,,Nauck,22204,1,4,4
2020-06-09 15:11:00, (Dulles International Airport),Wow! This 2 Bedroom is simply stunning! Visit today! 1058 Sq Ft!,2.0,1058.0,https://washingtondc.craigslist.org/nva/apa/d/reston-wow-this-2-bedroom-is-simply/7138776643.html,1647,Reston,Reston,Reston,20191,1,4,3
