posted,neighborhood,post title,number bedrooms,sqft,URL,price,cities,towns,neighborhoods,zips,types,parking,laundry
2020-06-04 20:51:00, (Eden Prairie),Spring into your new home today with our Look and Lease special!,3.0,1430.0,https://minneapolis.craigslist.org/hnp/apa/d/eden-prairie-spring-into-your-new-home/7128224117.html,1900,Eden Prairie,,Eden Prairie,55344,1,,
2020-06-04 20:45:00," (Lyndale Ave S, Uptown / Minneapolis)","Chefs Kitchen, Granite Countertops, Modern Finishes, Saltwater Pool",1.0,700.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-chefs-kitchen-granite/7136067278.html,1535,Minneapolis,,Lyndale,55408,1,2,1
2020-06-04 20:41:00," (Shady Oak Rd, Eden Prairie)","1st Month FREE!! Vaulted Ceilings, Wood-Burning Fireplace, Sauna!",1.0,750.0,https://minneapolis.craigslist.org/hnp/apa/d/eden-prairie-1st-month-free-vaulted/7136035361.html,1300,Minnetonka,,Minnetonka,55343,1,2,1
2020-06-04 20:40:00, (st paul),"1bed unit, side by side duplex",1.0,550.0,https://minneapolis.craigslist.org/ram/apa/d/saint-paul-1bed-unit-side-by-side-duplex/7134013248.html,700,St. Paul,,St. Paul,55117,4,5,1
2020-06-04 20:34:00," (Hwy 7, St. Louis Park)","Kitchen Island, Impressive Amenities, Close to West End & Uptown!",2.0,1050.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-kitchen-island-impressive/7136068258.html,1640,Saint Louis Park,,Sorenson,55416:55426,1,2,1
2020-06-04 20:33:00," (Hwy 7, St. Louis Park)","Top Floor, Corner Unit, Kitchen Island, Close to Uptown & West End!",3.0,1370.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-top-floor-corner-unit/7136071816.html,2000,Saint Louis Park,,Sorenson,55416:55426,1,2,1
2020-06-04 20:31:00," (Hwy 394, St. Louis Park)","++1st Month FREE!! Unparalleled Amenities, Gourmet Kitchen w/Island!",1.0,750.0,https://minneapolis.craigslist.org/hnp/apa/d/1st-month-free-unparalleled-amenities/7136071053.html,1735,Saint Louis Park,,Fern Hill,55416,1,2,1
2020-06-04 20:30:00," (Hwy 7, St. Louis Park)","Enormous! Kitchen Island, Close to West End/Uptown, Amenities Galore!",3.0,1420.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-enormous-kitchen-island/7136070708.html,2150,Saint Louis Park,,Sorenson,55416:55426,1,2,1
2020-06-04 20:27:00," (Shady Oak Rd, Eden Prairie)","Exquisite! Top Floor, Vaulted Ceilings, Wood-Burning Fireplace, Sauna!",2.0,1100.0,https://minneapolis.craigslist.org/hnp/apa/d/eden-prairie-exquisite-top-floor/7136034377.html,1580,Eden Prairie,,Eden Prairie,55344,1,2,1
2020-06-04 20:26:00," (Mounds View, MoundsView)",HUGE NEWER DUPLEX/TOWNHOME IN MOUNDS VIEW,3.0,1900.0,https://minneapolis.craigslist.org/ank/apa/d/minneapolis-huge-newer-duplex-townhome/7132674952.html,1649,Mounds View,,Mounds View,55112,9,2,1
