posted,neighborhood,post title,number bedrooms,sqft,URL,price,cities,towns,neighborhoods,zips,types,parking,laundry
2020-06-05 14:33:00, (Minnetonka Blvd and Xylon Ave),Huge St. Louis Park Apartment! 1/2 Month FREE!   - Royal Park Apts,2.0,1100.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-huge-st-louis-park/7132829576.html,1150,Saint Louis Park,,Texa Tonka,55426,1,4,3
2020-06-05 14:33:00," (1759 Grand Ave., St. Paul)","1 BR ON GRAND AVE. IN A CLEAN, SMOKE FREE BUILDING!!  1/2 Month FREE!",1.0,725.0,https://minneapolis.craigslist.org/ram/apa/d/saint-paul-1-br-on-grand-ave-in-clean/7134019792.html,1005,St. Paul,,Highland Village,55105,1,4,3
2020-06-05 14:33:00," (Edina, MN)","Balcony/patio, Common area wifi, Work-from-home spaces",1.0,753.0,https://minneapolis.craigslist.org/hnp/apa/d/hopkins-balcony-patio-common-area-wifi/7132979844.html,1429,Edina,Edina,Bredesen Park,55436,1,,1
2020-06-05 14:32:00," (14550 34th Ave North Plymouth, MN55447)","1308 sq.ft 2 Bedroom, 2 bath at a great price, and its available now!",2.0,1308.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-1308-sqft-2-bedroom-2-bath/7124233656.html,1590,Plymouth,,Plymouth,55447,1,2,1
2020-06-05 14:30:00," (3500 Colfax Ave South, Minneapolis)",One Bedroom in Beautiful Neighborhood near Lake Harriet and Uptown,1.0,,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-one-bedroom-in-beautiful/7136467682.html,995,Minneapolis,,CARAG,55408,1,,3
2020-06-05 14:25:00, (Uptown),Flexible furnished rental - 1+ month / MODI,1.0,608.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-flexible-furnished-rental-1/7136400611.html,2040,Minneapolis,,Lowry Hill East,55405,1,5,1
2020-06-05 14:22:00," (Northeast Neighborhood, Minneapolis)","Avail 9/1!  Beautiful, Renovated 3br 1ba unit in NE!",3.0,1500.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-avail-9-1-beautiful/7136461675.html,2100,Minneapolis,,Logan Park,55413,4,4,3
2020-06-05 14:18:00, (Minneapolis),"Don't wait! This spacious 1 bed, 1 bath will go fast! 750 Sq Ft!",1.0,750.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-dont-wait-this-spacious-1/7136444927.html,2175,Minneapolis,,East Calhoun,55408,1,2,1
2020-06-05 14:17:00," (Highland Park, Cleveland Avenue, St. Catherine University)",Updated and Spacious One Bedroom Apartment at Cleveland Terrace,1.0,650.0,https://minneapolis.craigslist.org/ram/apa/d/saint-paul-updated-and-spacious-one/7136458198.html,935,St. Paul,,Highland Village,55116,1,,4
2020-06-05 14:17:00, (Saint Paul),"All the Amenities, Controlled Access, Easy FWY Access",1.0,768.0,https://minneapolis.craigslist.org/ram/apa/d/saint-paul-all-the-amenities-controlled/7136458059.html,1071,St. Paul,,St. Paul,55119,1,,
