posted,neighborhood,post title,number bedrooms,sqft,URL,price,cities,towns,neighborhoods,zips,types,parking,laundry
2020-06-06 17:53:00, (St Paul),2 Bdrm Condo with Private 2 Car Garage & Laundry,2.0,960.0,https://minneapolis.craigslist.org/ram/apa/d/saint-paul-2-bdrm-condo-with-private-2/7135182146.html,1350,St. Paul,,St. Paul,55107,2,2,1
2020-06-06 17:52:00," (Minneapolis, MN)","Nicely updated 1 beds 1 bath with of street parking""",1.0,,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-nicely-updated-1-beds-1/7137118655.html,750,Minneapolis,,Wenonah,55417,1,,
2020-06-06 17:51:00, (St Louis Park),Reduced Pricing!  TOP FLOOR 1-BEDROOM!,1.0,735.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-reduced-pricing-top-floor-1/7137169394.html,1723,Saint Louis Park,,Blackstone,55416,1,2,1
2020-06-06 17:51:00, (St Louis Park),Need to move ASAP?!  Work From home!? We have the PERFECT spot!! LOW $,1.0,691.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-need-to-move-asap-work-from/7137165932.html,1683,Saint Louis Park,,Blackstone,55416,1,2,1
2020-06-06 17:46:00," (Edina, MN)","24/hour package concierge, Gas range, Closet shelving",2.0,1403.0,https://minneapolis.craigslist.org/hnp/apa/d/hopkins-24-hour-package-concierge-gas/7135980399.html,2798,Edina,Edina,Bredesen Park,55436,1,,1
2020-06-06 17:36:00, (Minneapolis),Come Home to Latitude 45.,1.0,735.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-come-home-to-latitude-45/7137172017.html,1764,Minneapolis,,Marcy-Holmes,55415,1,2,1
2020-06-06 17:36:00," (Minneapolis, MN)","2BR, 2BA with great natural light and private balcony.",2.0,,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-2br-2ba-with-great-natural/7137115999.html,995,Minneapolis,,St Anthony West,55401,1,,
2020-06-06 17:35:00, (St Louis Park),Sunset AND Skyline Views... Come see it to believe it! TOUR TODAY!,1.0,735.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-sunset-and-skyline-views/7137162341.html,1713,Saint Louis Park,,Blackstone,55416,1,2,1
2020-06-06 17:32:00, (MINNEAPOLIS -  LYN_LAKE),IN 4-PLEX  - HEAT PAID,1.0,,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-in-4-plex-heat-paid/7137169672.html,735,Minneapolis,,Lyndale,55408,4,5,3
2020-06-06 17:31:00," (Minneapolis, MN)","3rd floor Tower style Lofts 2BR, 2BA for rent to own.",2.0,,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-3rd-floor-tower-style-lofts/7137114720.html,875,Minneapolis,,St Anthony West,55401,1,,
2020-06-06 17:27:00, (Minneapolis / Uptown),Rare vacancy! 1 of only 2 ! Penthouse AVAILABLE! Dont Miss OUT,1.0,832.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-rare-vacancy-1-of-only-2/7130825094.html,1899,Minneapolis,,East Calhoun,55408,1,2,1
2020-06-06 17:24:00, (West Bloomington),Nice 1 bedroom apartment next to Hyland Lake Park Reserve,1.0,752.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-nice-1-bedroom-apartment/7120865052.html,1290,Bloomington,,Bloomington,55438,1,2,1
2020-06-06 17:23:00," (Brooklyn Center, MN)",READY TO CALL YOURS,3.0,1150.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-ready-to-call-yours/7131096475.html,700,Brooklyn Center,,Brooklyn Center,55437,6,,1
2020-06-06 17:20:00, (Minneapolis),"Luxury, Location, and Convenience.",2.0,1075.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-luxury-location-and/7137163311.html,2402,Minneapolis,,Marcy-Holmes,55415,1,2,1
2020-06-06 17:17:00, (Hopkins),"Heat & Water paid, Central Laundry, Playground, BBQ & Picnic area",1.0,750.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-heat-water-paid-central/7137154925.html,1020,Hopkins,,Hopkins,55343,1,3,3
2020-06-06 17:17:00, (West Bloomington),-Nice 1 bedroom apartment next to Hyland Lake Park Reserve,1.0,752.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-nice-1-bedroom-apartment/7137159203.html,1299,Bloomington,,Bloomington,55438,1,2,1
2020-06-06 17:11:00, (Saint Louis  Park),You Can Afford to Dwell Well! Awesome 1 Bedroom by the Lakes!,1.0,705.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-you-can-afford-to-dwell/7137158487.html,1544,Saint Louis Park,,Fern Hill,55416,1,2,1
2020-06-06 17:05:00, (Minneapolis),Iconic Latitude 45 Living,1.0,685.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-iconic-latitude-45-living/7137155046.html,1619,Minneapolis,,Marcy-Holmes,55415,1,2,1
2020-06-06 17:01:00, (CIDNA),Classic 1 bedroom,1.0,650.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-classic-1-bedroom/7131071290.html,950,Saint Louis Park,,Fern Hill,55416,1,,3
2020-06-06 17:01:00, (minneapolis),Very Nice 2 Bedroom in Nordeast,2.0,865.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-very-nice-2-bedroom-in/7137152928.html,1100,Minneapolis,,Holland,55418,1,4,3
2020-06-06 16:56:00, (Minnetonka),1 BR 1 Bath Minnetonka Condo - Greenbrier,1.0,820.0,https://minneapolis.craigslist.org/hnp/apa/d/hopkins-1-br-1-bath-minnetonka-condo/7134843525.html,1095,Minnetonka,,Minnetonka,55305,2,2,3
2020-06-06 16:54:00, (Eden Prairie),Spring into your new home today with our Look and Lease special!,2.0,1104.0,https://minneapolis.craigslist.org/hnp/apa/d/eden-prairie-spring-into-your-new-home/7129794200.html,1375,Eden Prairie,,Eden Prairie,55344,1,,
