posted,neighborhood,post title,number bedrooms,sqft,URL,price,cities,towns,neighborhoods,zips,types,parking,laundry
2020-06-04 18:01:00, (Dinkytown),"All Utilities Included, Soft-close Cabinetry, Green Space",,318.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-all-utilities-included-soft/7122217022.html,1395,Minneapolis,,Marcy-Holmes,55414,1,4,1
2020-06-04 18:00:00," (Northeast Minneapolis, MN)",Gorgeous Two Bedroom Available In August!,2.0,1048.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-gorgeous-two-bedroom/7135992326.html,2145,Minneapolis,,St Anthony East,55413,1,2,1
2020-06-04 18:00:00, (New Hope),$1870-$3090 Rent/Lease with Right to Purchase,3.0,1453.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-rent-lease-with-right-to/7135986317.html,1870,New Hope,,New Hope,55428,6,2,1
2020-06-04 18:00:00," (Golden Valley, MN)",There's No Place Like Home!,1.0,800.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-theres-no-place-like-home/7136003411.html,1190,Golden Valley,,Golden Valley,55427,1,1,4
2020-06-04 17:59:00, (Downtown Minneapolis),Lofted 2 bed with historical details| 2 Months Free| Rooftop views!,2.0,912.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-lofted-2-bed-with/7136002886.html,2495,Minneapolis,,St Anthony West,55401,1,2,1
2020-06-04 17:58:00," (Golden Valley, MN)",Great Location!,1.0,800.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-great-location/7136002590.html,1190,Golden Valley,,Golden Valley,55427,1,1,4
2020-06-04 17:58:00, (Minneapolis),Quiet 1 bedroom unit,1.0,,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-quiet-1-bedroom-unit/7135972147.html,650,Minneapolis,,Kingfield,55409,1,4,1
2020-06-04 17:58:00, (Saint Paul),Spacious 1 Bedroom + Den - Available NOW!,1.0,950.0,https://minneapolis.craigslist.org/ram/apa/d/saint-paul-spacious-1-bedroom-den/7135996146.html,1340,St. Paul,,Highland Village,55116,1,2,1
2020-06-04 17:56:00, (Plymouth),"Great 1 bed, 1 bath and your own private washer/dryer! Visit today!",1.0,730.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-great-1-bed-1-bath-and-your/7136001695.html,1305,Plymouth,,Plymouth,55446,1,2,1
2020-06-04 17:55:00, (Eden Prairie),WE THINK YOU'D LIKE OUR NEW SPECIALS!,1.0,980.0,https://minneapolis.craigslist.org/hnp/apa/d/eden-prairie-we-think-youd-like-our-new/7128130843.html,1591,Eden Prairie,,Eden Prairie,55344,1,4,4
2020-06-04 17:53:00, (Southwind Village),"Your new home is waiting for you! Granite, W/D In-Unit, 2 Pools!",2.0,1200.0,https://minneapolis.craigslist.org/dak/apa/d/burnsville-your-new-home-is-waiting-for/7136000139.html,1599,Burnsville,,Burnsville,55306,1,2,1
2020-06-04 17:53:00, (Minneapolis),Studio Apt on the 12th Floor| Two Months Free if Moved in by 7/5!,,446.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-studio-apt-on-the-12th/7136000097.html,1355,Minneapolis,,St Anthony West,55401,1,2,1
2020-06-04 17:53:00, (Hopkins),-  1 Bdrm - Available 7/10/20,1.0,,https://minneapolis.craigslist.org/hnp/apa/d/minnetonka-1-bdrm-available/7136000067.html,1098,Minnetonka,,Minnetonka,55343,1,2,3
2020-06-04 17:52:00, (Saint Louis Park),There's no better place to call your own than this 1 bed/1 bath!,1.0,103.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-theres-no-better-place-to/7135988529.html,1435,Saint Louis Park,,Willow Park,55426,1,2,1
2020-06-04 17:52:00, (Saint Louis Park),"This deal won't last long! Gorgeous 2 bed, 2 bath! Prime location.",,1218.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-this-deal-wont-last-long/7135999508.html,2665,Saint Louis Park,,Fern Hill,55416,1,2,1
2020-06-04 17:52:00, (Mound),On Golden Pond,3.0,2400.0,https://minneapolis.craigslist.org/hnp/apa/d/mound-on-golden-pond/7135999274.html,1800,Mound,,Mound,55364,6,2,1
2020-06-04 17:51:00," (101 South, 5th Street)",1+ Makeshift Den| 9th Fl| Great at home office layout| 2 months free!,1.0,750.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-1-makeshift-den-9th-fl/7135999151.html,1760,Minneapolis,,St Anthony West,55401,1,2,1
2020-06-04 17:51:00, (Wayzata),Newly Renovated Beautiful and Spacious 2 Bedroom 1 Bath Apartment,2.0,1035.0,https://minneapolis.craigslist.org/hnp/apa/d/wayzata-newly-renovated-beautiful-and/7135998731.html,1448,Wayzata,,Wayzata,55391,1,2,3
2020-06-04 17:51:00, (Burnsville),Great Renovations! Great location! Waived admin fee!,2.0,1047.0,https://minneapolis.craigslist.org/dak/apa/d/burnsville-great-renovations-great/7128489459.html,1325,Burnsville,,Burnsville,55337,1,4,4
2020-06-04 17:50:00, (Downtown Minneapolis),Alcove Apt Available Now| Enclosed Bedroom| Plus 2 months free!,,578.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-alcove-apt-available-now/7135998227.html,1490,Minneapolis,,St Anthony West,55401,1,2,1
2020-06-04 17:48:00, (Downtown Minneapolis),Corner 2 bed/2 bath| 2 months free to move in by July 5th!,2.0,1150.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-corner-2-bed-2-bath-2/7135997331.html,2230,Minneapolis,,St Anthony West,55401,1,2,1
2020-06-04 17:46:00," (Edinbrook Ter,Brooklyn Park, MN)",Beautiful Home on Quiet Cul De Sac.,3.0,2041.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-beautiful-home-on-quiet-cul/7135942911.html,873,Brooklyn Park,,Brooklyn Park,55443,6,,
2020-06-04 17:46:00," (Chaska, Eden Prairie, Chanhassen)","Lease Now, Billiards Room, Spacious Floor Plan",2.0,1039.0,https://minneapolis.craigslist.org/csw/apa/d/chaska-lease-now-billiards-room/7135996447.html,1610,Chaska,,Harvest West,55318,1,,1
2020-06-04 17:44:00, (Minneapolis),"Newly remodeled condo near Final Four, Target Center, Mall of America",2.0,1000.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-newly-remodeled-condo-near/7124277598.html,2500,Minneapolis,,Marcy-Holmes,55414,2,4,1
2020-06-04 17:44:00, (St. Louis Park),Corner 2BR w/Wrap Around Balcony & Views for Days!,2.0,1174.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-corner-2br-wrap-around/7135995588.html,2084,Saint Louis Park,,Fern Hill,55416,1,2,1
2020-06-04 17:44:00," (101 South 5th Street, Minneapolis, MN)",3 Bed + Large Den | Luxury Amenities| Skyway Connected!!,3.0,1469.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-3-bed-large-den-luxury/7135995479.html,3188,Minneapolis,,St Anthony West,55401,1,2,1
