posted,neighborhood,post title,number bedrooms,sqft,URL,price,cities,towns,neighborhoods,zips,types,parking,laundry
2020-06-26 14:23:00," (Washington DC, Bloomingdale)","Fully renovated, charming Bloomingdale Basement",1.0,960.0,https://washingtondc.craigslist.org/doc/apa/d/washington-fully-renovated-charming/7148870755.html,1850,Washington D.C.,,Shaw,20001,1,4,1
2020-06-26 14:23:00, (Arlington),"Contemporary Design, Shimmering Pool, Large Sun Deck",1.0,1288.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-contemporary-design/7148870709.html,2999,Arlington,,Pentagon City,22202,1,,1
2020-06-26 14:23:00," (Arlington, Virginia)",Beautiful 1 Bedroom 1 Bathroom condo in the heart of Arlington!,1.0,605.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-beautiful-1-bedroom-1/7148854246.html,1795,Arlington,,Arlington,22207,2,4,1
2020-06-26 14:23:00, (Capitol Heights),"Extra Storage, Convenient Location, Professionally Managed",2.0,937.0,https://washingtondc.craigslist.org/doc/apa/d/capitol-heights-extra-storage/7148870411.html,1430,,,Oakland,20743,1,4,4
2020-06-26 14:23:00, (Laurel),"Come Visit Today, Courtyards, Near Shopping",3.0,1046.0,https://washingtondc.craigslist.org/mld/apa/d/southern-md-facility-come-visit-today/7148870365.html,1675,,,Briarwood,20708,1,4,3
2020-06-26 14:22:00, (Capitol Heights),"Controlled Access, Stainless Steel Appliances, Classic Style",2.0,937.0,https://washingtondc.craigslist.org/doc/apa/d/capitol-heights-controlled-access/7148869972.html,1430,,,Oakland,20743,1,4,4
2020-06-26 14:22:00, (Hyattsville),"Commuters Dream, Spacious, Fitness Center, Metro, Shopping",1.0,693.0,https://washingtondc.craigslist.org/mld/apa/d/hyattsville-commuters-dream-spacious/7140959815.html,1430,,,,20782,1,,3
2020-06-26 14:21:00, (Evolution at Towne Centre in Laurel),"Close to Shopping, Housekeeping, Elevator",1.0,780.0,https://washingtondc.craigslist.org/mld/apa/d/laurel-close-to-shopping-housekeeping/7145296187.html,1810,Laurel,,Stonewood,20707,1,2,1
2020-06-26 14:21:00, (Columbia Heights),Spacious 1 Bedroom w/ Reserved Parking Steps Away!! 1 Month Free,1.0,,https://washingtondc.craigslist.org/doc/apa/d/washington-spacious-1-bedroom-reserved/7148869608.html,1825,Washington D.C.,,Washington D.C.,20010,,,
2020-06-26 14:21:00," (Silver Spring, Kensington)","Garage & street parking, Controlled access, Stainless appliances",1.0,915.0,https://washingtondc.craigslist.org/mld/apa/d/silver-spring-garage-street-parking/7147653134.html,1535,Silver Spring,Silver Spring,Blair Circle,20910,1,,
2020-06-26 14:21:00, (Temple Hills),1 bedroom with balcony ( ask for Adrian ),1.0,736.0,https://washingtondc.craigslist.org/mld/apa/d/temple-hills-1-bedroom-with-balcony-ask/7142750157.html,1390,,,Deer Park Heights,20748,1,,4
2020-06-26 14:21:00, (North Potomac),Lovely 3000 sq' 4 bedroom house for rent,4.0,3000.0,https://washingtondc.craigslist.org/mld/apa/d/gaithersburg-lovely-3000-sq-4-bedroom/7147165545.html,3400,,,,20878,6,2,1
2020-06-26 14:21:00, (North Potomac),Lovely 3000 sq' 4 bedroom house for rent,4.0,3000.0,https://washingtondc.craigslist.org/mld/apa/d/gaithersburg-lovely-3000-sq-4-bedroom/7144372300.html,3400,,,,20878,6,2,1
2020-06-26 14:20:00, (North Potomac),Lovely 3000 sq' 4 bedroom house for rent,4.0,3000.0,https://washingtondc.craigslist.org/mld/apa/d/gaithersburg-lovely-3000-sq-4-bedroom/7144371545.html,3400,,,,20878,6,2,1
2020-06-26 14:21:00, (Logan Circle),"SPECIAL!!!  SPECIAL!!! Read ALL ABOUT IT, No Move IN Fees",1.0,850.0,https://washingtondc.craigslist.org/doc/apa/d/washington-special-special-read-all/7148842160.html,2107,Washington D.C.,,Penn Quarter,20005,1,2,3
2020-06-26 14:21:00," (ARLINGTON, VA)","4139 S FOUR MILE RUN DRIVE, Rent to Own",1.0,854.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-4139-four-mile-run-drive-rent/7138631197.html,1000,Arlington,,Nauck,22204,1,,
2020-06-26 14:21:00," (ARLINGTON, VA)","2100 LEE HIGHWAY, Rent to Own",2.0,913.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-2100-lee-highway-rent-to-own/7138642681.html,1300,Arlington,,Arlington,22201,1,,
2020-06-26 14:21:00, (Bloomingdale),Renovated 1 BR near Howard University and the Children's,1.0,960.0,https://washingtondc.craigslist.org/doc/apa/d/washington-renovated-1-br-near-howard/7148869112.html,1850,Washington D.C.,,Shaw,20001,1,4,1
2020-06-26 14:21:00, (West End Alexandria),SPECIALS! SPECIALS! SPECIALS!  Call Today!,2.0,1013.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-specials-specials-specials/7144072122.html,1956,Alexandria,,Samuel Tucker,22304,1,2,1
2020-06-26 14:21:00, (North Potomac),Lovely 3000sq' 4 bedroom house for rent,4.0,3000.0,https://washingtondc.craigslist.org/mld/apa/d/gaithersburg-lovely-3000sq-4-bedroom/7147165772.html,3400,,,,20878,6,2,1
2020-06-26 14:21:00, (North Potomac),Lovely 3000sq' 4 bedroom house for rent,4.0,3000.0,https://washingtondc.craigslist.org/mld/apa/d/gaithersburg-lovely-3000sq-4-bedroom/7144372506.html,3400,,,,20878,6,2,1
2020-06-26 14:21:00, (North Potomac),Lovely 3000sq' 4 bedroom house for rent,4.0,3000.0,https://washingtondc.craigslist.org/mld/apa/d/gaithersburg-lovely-3000sq-4-bedroom/7144372081.html,3400,,,,20878,6,2,1
2020-06-26 14:21:00, (North Potomac),Lovely 3000sq' 4 bedroom house for rent,4.0,3000.0,https://washingtondc.craigslist.org/mld/apa/d/gaithersburg-lovely-3000sq-4-bedroom/7144371913.html,3400,,,,20878,6,2,1
2020-06-26 14:21:00," (ARLINGTON, VA)","4113 S FOUR MILE RUN DRIVE, Rent to Own",2.0,1034.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-4113-four-mile-run-drive-rent/7138648423.html,1400,Arlington,,Nauck,22204,1,,
2020-06-26 14:21:00, (Logan Circle),Top Floor 2 Bedroom/2 Bathroom with Skylight!,2.0,880.0,https://washingtondc.craigslist.org/doc/apa/d/washington-top-floor-2-bedroom-2/7148858559.html,3575,Washington D.C.,,Shaw,20005,1,4,1
2020-06-26 14:20:00," (Washington, DC)",+*+Wonderful Updated 3 Bedroom 2.5 Bath in  +*+,3.0,2654.0,https://washingtondc.craigslist.org/doc/apa/d/washington-wonderful-updated-3-bedroom/7148814074.html,3500,Washington D.C.,,Washington D.C.,20008,6,,
2020-06-26 14:20:00, (Silver Spring),"Very Nice 1 BR Apartment, Lover Level, Private, Quiet Street",1.0,60.0,https://washingtondc.craigslist.org/mld/apa/d/silver-spring-very-nice-1-br-apartment/7148868834.html,1295,Silver Spring,Silver Spring,Sligo Park Hills,20910,1,4,3
