posted,neighborhood,post title,number bedrooms,sqft,URL,price,cities,towns,neighborhoods,zips,types,parking,laundry
2020-06-24 20:28:00," (4545 MacArthur Blvd NW  Washington, DC)",1 Bedroom/1 Bathroom in Palisades/Georgetown Area,1.0,700.0,https://washingtondc.craigslist.org/doc/apa/d/1-bedroom-1-bathroom-in-palisades/7131283386.html,1850,,,Foxhall Village,20016,1,1,3
2020-06-24 20:24:00," (Fairfax, VA)",This Could Be Your Home Today!,2.0,1070.0,https://washingtondc.craigslist.org/nva/apa/d/fairfax-this-could-be-your-home-today/7147831888.html,1880,Fairfax,Fairfax,Ardmore,22030,1,,1
2020-06-24 20:22:00, (McLean/Tysons/Vienna),"Private Rm in SFH weekly or monthly, available now",1.0,,https://washingtondc.craigslist.org/nva/apa/d/falls-church-private-rm-in-sfh-weekly/7134461994.html,645,,,Olney Park,22043,,,
2020-06-24 20:14:00, (GW/Foggy Bottom),MONTH FREE! GW Large two bedroom/two bath,2.0,1270.0,https://washingtondc.craigslist.org/doc/apa/d/washington-month-free-gw-large-two/7146391346.html,4500,Washington D.C.,,George Washington University,20037,1,2,3
2020-06-24 20:11:00," (Fairfax, VA)","2 bed- Newly Renovated Units, All Size Pets, Swimming Pool",2.0,1114.0,https://washingtondc.craigslist.org/nva/apa/d/fairfax-2-bed-newly-renovated-units-all/7147827679.html,2050,Fairfax,Fairfax,Ardmore,22030,1,,1
2020-06-24 20:09:00, (Hyattsville),"Sunshine Mornings, Sunset Nights, Metro, Shopping, Dining",2.0,1085.0,https://washingtondc.craigslist.org/mld/apa/d/hyattsville-sunshine-mornings-sunset/7146565802.html,1765,,,,20782,1,,3
2020-06-24 20:09:00, (American University Park),"Beautiful home, hardwood flooring, garage, big back yard",3.0,1728.0,https://washingtondc.craigslist.org/doc/apa/d/washington-beautiful-home-hardwood/7147879365.html,4750,,,Tenleytown,20016,6,3,1
2020-06-24 20:08:00, (SOUTHEAST/CAPITOL HILL Hill),"SUNNY CAPITOL HILL 1BR, 1 BLOCK FROM METRO",1.0,500.0,https://washingtondc.craigslist.org/doc/apa/d/washington-sunny-capitol-hill-1br-1/7139203883.html,1750,Washington D.C.,,Hill East,20003,,,
2020-06-24 20:08:00, (Washington),Modern Studio with Den Luxury Building Walk to Metro!!!!,1.0,518.0,https://washingtondc.craigslist.org/doc/apa/d/washington-modern-studio-with-den/7147871797.html,2014,Washington D.C.,,Hill East,20003,1,,1
2020-06-24 20:06:00, (Columbia Heights),2BR Apt in the Heart of Columbia Heights - Just Steps from the Metro,2.0,1100.0,https://washingtondc.craigslist.org/doc/apa/d/washington-2br-apt-in-the-heart-of/7147883123.html,2500,Washington D.C.,,Mount Pleasant,20010,1,,1
2020-06-24 20:05:00," (1221 4th Street NW, unit A)",$3200  2-level 2 bed/2.5 ba condo,2.0,1080.0,https://washingtondc.craigslist.org/doc/apa/d/washington-level-2-bed-25-ba-condo/7147882997.html,3200,Washington D.C.,,Shaw,20548,2,5,4
2020-06-24 20:04:00, (Dupont Circle),Available NOW Rent Controlled 1 Bed in Dupont Circle Neighborhood,1.0,580.0,https://washingtondc.craigslist.org/doc/apa/d/washington-available-now-rent/7147878332.html,1880,Washington D.C.,,Shaw,20005,1,2,3
2020-06-24 20:03:00, (Falls Church),Life Just Got Better at Northgate!,2.0,1038.0,https://washingtondc.craigslist.org/nva/apa/d/falls-church-life-just-got-better-at/7147881831.html,2543,Falls Church,Falls Church,Tyler Gardens,22046,1,2,1
2020-06-24 20:00:00, (Washington),Brand New Luxury Building in the Heart of  the Yards!,1.0,,https://washingtondc.craigslist.org/doc/apa/d/washington-brand-new-luxury-building-in/7147871966.html,2290,Washington D.C.,,Hill East,20003,1,,1
2020-06-24 20:00:00, (Dupont North: 1750 Swann Street NW),Dupont Circle area historic 3 bedroom row house,3.0,2600.0,https://washingtondc.craigslist.org/doc/apa/d/dupont-circle-area-historic-3-bedroom/7138595260.html,5700,Washington D.C.,,Washington D.C.,20009-5540,9,4,1
2020-06-24 19:58:00, (1 block Reston Town Center),"Newly Renovated Kitchens & Baths, Fitness Area, Ceramic Tile Baths",2.0,928.0,https://washingtondc.craigslist.org/nva/apa/d/reston-newly-renovated-kitchens-baths/7146571184.html,1712,Reston,Reston,Lake Anne Village,20190,1,,
2020-06-24 19:58:00," (Camp Spring, Morningside)","Two bedroom with Den, Walkin closet, In Unit Washer/Dryer",2.0,905.0,https://washingtondc.craigslist.org/mld/apa/d/suitland-two-bedroom-with-den-walkin/7138102836.html,1430,,,Suitland Manor,20746,1,,1
2020-06-24 19:58:00," (Arlington, Va)",Luxury Community Close to Dc! Must See Tour Today!,1.0,750.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-luxury-community-close-to-dc/7147872470.html,2063,Arlington,,Arlington,22209,1,,1
2020-06-24 19:55:00," (Fairfax, VA)",First Floor Two Bedroom Two Bathroom!,2.0,1070.0,https://washingtondc.craigslist.org/nva/apa/d/fairfax-first-floor-two-bedroom-two/7147825080.html,1890,Fairfax,Fairfax,Ardmore,22030,1,,1
2020-06-24 19:54:00," (Alexandria, Va)",Up to 1 Month Free on Select Units! Tour Today Move in Tomorrow!,2.0,1180.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-up-to-1-month-free-on-select/7147869543.html,1804,Alexandria,,Patrick Henry,22304,4,,1
2020-06-24 19:53:00, (washington),Pet welcomed Inexpensive Home Ready for Rent,3.0,,https://washingtondc.craigslist.org/doc/apa/d/washington-pet-welcomed-inexpensive/7147814939.html,600,Washington D.C.,,Washington D.C.,20008,6,,
2020-06-24 19:51:00," (Georgetown, DC, Dupont Circle, Foggy Bottom, downtown)",🏡1 month free rent on 2bd & 2bath when you sign 13 month lease!!🏡🏡,2.0,994.0,https://washingtondc.craigslist.org/mld/apa/d/washington-1-month-free-rent-on-2bd/7147845162.html,4480,Washington D.C.,,Trinidad,20002,1,4,1
2020-06-24 19:49:00, (Arlington),Beautiful 2 BR/3BA -3 car parking in Arlington Rent w Free Utilities,2.0,1350.0,https://washingtondc.craigslist.org/doc/apa/d/beautiful-2-br-3ba-3-car-parking-in/7147874438.html,2500,Arlington,,Nauck,22204,9,4,1
2020-06-24 19:48:00, (Arlington),Unique one of a kind HUGE studio w/ fireplace and vaulted ceilings,1.0,824.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-unique-one-of-kind-huge/7144300712.html,1823,Arlington,,Arlington,22209,,,
2020-06-24 19:47:00, (Logan Circle),July 20th - Large Corner Apartment with Spectacular City View,1.0,672.0,https://washingtondc.craigslist.org/doc/apa/d/washington-july-20th-large-corner/7147873745.html,2187,Washington D.C.,,Shaw,20005,1,2,4
2020-06-24 19:46:00," (Alexandria, Va)",1 Month Free Move in Ready 1 Bed! Must See! Tour Today!,1.0,580.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-1-month-free-move-in-ready-1/7147868180.html,1345,Alexandria,,Patrick Henry,22304,1,,1
2020-06-24 19:45:00, (4903 Edgemoor Lane),This 4th FL Southwest Corner 2Br/ 2Ba Gentry 1 Large Balcony Pool View,2.0,963.0,https://washingtondc.craigslist.org/doc/apa/d/chevy-chase-this-4th-fl-southwest/7147872691.html,2670,Bethesda,,Arlington North,20814,1,3,1
2020-06-24 19:44:00," (Vienna, Va)",Spacious 1 Bed Steps to Metro Must Tour ASAP!,1.0,696.0,https://washingtondc.craigslist.org/nva/apa/d/vienna-spacious-1-bed-steps-to-metro/7147872244.html,1770,Vienna,Vienna,Vienna,22180,1,2,1
2020-06-24 19:44:00," (3743 Camden St SE, Washington, DC)",#~#~This charming well kept home sits on a wide lot offering private ~,2.0,2387.0,https://washingtondc.craigslist.org/doc/apa/d/washington-this-charming-well-kept-home/7147809452.html,1255,Washington D.C.,,Skyland,20020,1,1,1
2020-06-24 19:43:00," (Fairfax, VA)",Ask About Our Specials for Unit 7304!,2.0,1070.0,https://washingtondc.craigslist.org/nva/apa/d/fairfax-ask-about-our-specials-for-unit/7147820677.html,1920,Fairfax,Fairfax,Ardmore,22030,1,,1
2020-06-24 19:43:00, (washington),Pet welcomed Inexpensive Home Ready for Rent,3.0,,https://washingtondc.craigslist.org/doc/apa/d/washington-pet-welcomed-inexpensive/7147814922.html,600,Washington D.C.,,Washington D.C.,20008,6,,
2020-06-24 19:43:00," (Washington, Dc)",Up to 2 Month Free on Select Units! Tour Today Move in Tomorrow!,1.0,671.0,https://washingtondc.craigslist.org/doc/apa/d/washington-up-to-2-month-free-on-select/7147871611.html,2122,Washington D.C.,,George Washington University,20037,1,,3
2020-06-24 19:42:00, (Chinatown - Mount Vernon Triangle),Convenient Downtown Loft For Rent (Parking & Fios included),1.0,720.0,https://washingtondc.craigslist.org/doc/apa/d/washington-convenient-downtown-loft-for/7147871033.html,2300,Washington D.C.,,Penn Quarter,20001,2,2,1
2020-06-24 19:40:00, (Washington),Rowhouse Basement Apt/Short term and Long term leases,1.0,1000.0,https://washingtondc.craigslist.org/doc/apa/d/washington-rowhouse-basement-apt-short/7133686715.html,1600,Washington D.C.,,16th Street Heights,20011,7,3,1
2020-06-24 19:40:00, (1305 N Ode St),"Beautiful 1 bedroom in North Arlington, parking, 2nd floor",1.0,628.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-beautiful-1-bedroom-in-north/7147858562.html,1749,Arlington,,Arlington,22209,2,4,3
2020-06-24 19:40:00, (Laurel/Savage/Columbia),"Leasing Now! Pets Welcome, Washer&dryer inside the unit!",2.0,1010.0,https://washingtondc.craigslist.org/mld/apa/d/savage-leasing-now-pets-welcome/7146552491.html,1657,,,Howard Hills,20763,1,4,4
2020-06-24 19:39:00," (Washington, Dc)",Virtual Tours Avail! Priced to Rent 2Bed near Metro! Call/Text Today!,2.0,1157.0,https://washingtondc.craigslist.org/doc/apa/d/washington-virtual-tours-avail-priced/7147869962.html,2725,Washington D.C.,,Southwest Waterfront,20024,1,,3
2020-06-24 19:38:00, (Gaithersburg),FREE RENT IN JUNE!!!   APPLY NOW,1.0,843.0,https://washingtondc.craigslist.org/mld/apa/d/montgomery-village-free-rent-in-june/7136206822.html,1153,,,Whetstone,20879,1,5,5
2020-06-24 19:38:00," (Silver Spring, Kensington)","Grand lobby with 24 hour front desk, Elevator, Bike rooms",3.0,1340.0,https://washingtondc.craigslist.org/mld/apa/d/silver-spring-grand-lobby-with-24-hour/7146562364.html,2425,Silver Spring,Silver Spring,Blair Circle,20910,1,,
2020-06-24 19:36:00, (D.C.),Great 1 Bed+Den Condo- D.C.- Garage Parking!,1.0,1065.0,https://washingtondc.craigslist.org/doc/apa/d/washington-great-1-bedden-condo-dc/7147868380.html,2895,Washington D.C.,,Hill East,20003,2,2,1
2020-06-24 19:36:00, (Hyattsville),"Hey Diddle Diddle, Is your apartment too little?",1.0,773.0,https://washingtondc.craigslist.org/mld/apa/d/hyattsville-hey-diddle-diddle-is-your/7146574355.html,1480,,,,20782,1,,3
2020-06-24 19:35:00, (DUPOUNT/LOGAN CIRCLE),BEAUTIFUL PARQUET FLOORS...SPACIOUS ONE BEDROOM...1 MONTH FREE RENT!!,1.0,420.0,https://washingtondc.craigslist.org/doc/apa/d/parcel-return-service-beautiful-parquet/7147867686.html,2149,Washington D.C.,,Brentwood,20018,1,4,4
2020-06-24 19:33:00, (Logan Circle),"Yes, Really! 1 Bed only $1900 a month incl. Utilities, Gym & Rooftop!",1.0,580.0,https://washingtondc.craigslist.org/doc/apa/d/washington-yes-really-1-bed-only-1900/7147866774.html,1900,Washington D.C.,,Shaw,20005,1,2,3
2020-06-24 19:32:00," (Fairfax, VA)","Looking For Convenience? Well, Look No Further!",2.0,1114.0,https://washingtondc.craigslist.org/nva/apa/d/fairfax-looking-for-convenience-well/7147829398.html,2040,Fairfax,Fairfax,Ardmore,22030,1,,1
2020-06-24 19:29:00," (Herndon, VA)",Great Experiences Are Just Around The Corner.,1.0,1014.0,https://washingtondc.craigslist.org/nva/apa/d/herndon-great-experiences-are-just/7147864484.html,1539,,,,20171,1,2,1
2020-06-24 19:28:00, (Falls Church),Supreme Residences For You!,1.0,918.0,https://washingtondc.craigslist.org/nva/apa/d/falls-church-supreme-residences-for-you/7147864091.html,2396,Falls Church,Falls Church,Tyler Gardens,22046,1,2,1
2020-06-24 19:28:00, (D.C.),Incredible 1 Bed+Den Condo- D.C.- Garage Parking!,1.0,1065.0,https://washingtondc.craigslist.org/doc/apa/d/washington-incredible-1-bedden-condo-dc/7147864073.html,2895,Washington D.C.,,Hill East,20003,2,2,1
2020-06-24 19:28:00," (Washington, DC)",2 Bedroom/1Bath - Capitol Hill,2.0,,https://washingtondc.craigslist.org/doc/apa/d/washington-2-bedroom-1bath-capitol-hill/7147849156.html,2400,Washington D.C.,,Stanton Park,20002,1,,4
2020-06-24 19:27:00, (Downtown Bethesda Metro),►►Luxury Condo in the ♥ of Bethesda - 1 BLOCK from Metro,1.0,664.0,https://washingtondc.craigslist.org/mld/apa/d/luxury-condo-in-the-of-bethesda-1-block/7147863848.html,1850,Bethesda,,Arlington North,20814,,,
2020-06-24 19:27:00, (Mclean),"New Season Is Here, Move To A Brand New Home",1.0,570.0,https://washingtondc.craigslist.org/nva/apa/d/mc-lean-new-season-is-here-move-to/7147863720.html,1820,,,McLean Hamlet,22102,1,2,1
2020-06-24 19:25:00, (Arlington),"Walk-in closets, Stainless steel appliances, Pet Friendly Community",1.0,701.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-walk-in-closets-stainless/7140417141.html,2185,Arlington,,Arlington,22201,1,2,1
2020-06-24 19:24:00, (Temple Hills),1 bedroom top floor (ask for Adrian),1.0,736.0,https://washingtondc.craigslist.org/mld/apa/d/temple-hills-1-bedroom-top-floor-ask/7142733201.html,1390,,,Deer Park Heights,20748,1,,4
2020-06-24 19:24:00, (D.C.),Amazing 1 Bed+Den Condo- D.C.- Garage Parking!,1.0,1065.0,https://washingtondc.craigslist.org/doc/apa/d/washington-amazing-1-bedden-condo-dc/7147861981.html,2895,Washington D.C.,,Hill East,20003,2,2,1
2020-06-24 19:23:00, (1 block Reston Town Center),"Ceramic Tile Baths, Extra Storage (Additional Fees Apply), Clubhouse",3.0,1033.0,https://washingtondc.craigslist.org/nva/apa/d/reston-ceramic-tile-baths-extra-storage/7146572788.html,1913,Reston,Reston,Lake Anne Village,20190,1,,
2020-06-24 19:23:00," (NE Washington, DC)","Newly Available, Spacious, Sunny 2BD/2BA Unit 1 Block from H Street NE",2.0,1214.0,https://washingtondc.craigslist.org/doc/apa/d/washington-newly-available-spacious/7147861078.html,2800,Washington D.C.,,Trinidad,20002,1,4,1
2020-06-24 19:23:00," (Camp Spring, Morningside)",Beautiful Spacious 2 bedroom near the office,2.0,825.0,https://washingtondc.craigslist.org/doc/apa/d/suitland-beautiful-spacious-2-bedroom/7138781059.html,1335,,,Suitland Manor,20746,1,,
2020-06-24 19:23:00, (Washington),Largest One Bedroom at 729 Square feet. Perfect for Flatmates!,1.0,729.0,https://washingtondc.craigslist.org/doc/apa/d/washington-largest-one-bedroom-at-729/7147861435.html,2081,Washington D.C.,,Shaw,20005,1,2,3
2020-06-24 19:21:00, (Brookland),"24 Hour Access Controlled Fitness Center, Package Receiving, Recycling",3.0,1196.0,https://washingtondc.craigslist.org/doc/apa/d/washington-24-hour-access-controlled/7145471741.html,2800,Washington D.C.,,Petworth,20001,1,4,1
2020-06-24 19:21:00, (washington),__Pet welcomed Inexpensive Home Ready for Rent___,3.0,,https://washingtondc.craigslist.org/doc/apa/d/washington-pet-welcomed-inexpensive/7147814909.html,600,Washington D.C.,,Washington D.C.,20008,6,,
2020-06-24 19:21:00, (Falls Church),Express Your Individuality at Northgate!!!,1.0,963.0,https://washingtondc.craigslist.org/nva/apa/d/falls-church-express-your-individuality/7147860602.html,2397,Falls Church,Falls Church,Tyler Gardens,22046,1,2,1
2020-06-24 19:19:00," (Old City, 1117 10th St, NW)","2 bed/2 bath condo, garage parking, roofdeck, pets ok",2.0,972.0,https://washingtondc.craigslist.org/doc/apa/d/washington-2-bed-2-bath-condo-garage/7145134757.html,3300,Washington D.C.,,Shaw,20001,2,2,1
2020-06-24 19:19:00, (D.C.),1 Bed+Den Condo- D.C.- Garage Parking!,1.0,1065.0,https://washingtondc.craigslist.org/doc/apa/d/washington-1-bedden-condo-dc-garage/7147859719.html,2895,Washington D.C.,,Hill East,20003,2,2,1
2020-06-24 19:18:00, (Georgetown),"Walk-in closet, full size washer & dryer, Bicycle storage center, walk",1.0,732.0,https://washingtondc.craigslist.org/doc/apa/d/washington-walk-in-closet-full-size/7147842718.html,3299,Washington D.C.,,Trinidad,20002,1,5,1
2020-06-24 19:18:00, (Arlington (BALLSTON)),LUXURY RENTAL HOME - Perfect Live/Work Design,4.0,2500.0,https://washingtondc.craigslist.org/nva/apa/d/arlington-luxury-rental-home-perfect/7147855876.html,5800,Arlington,,Arlington,22203,9,2,1
2020-06-24 19:17:00, (Downtown Bethesda),"Don't Miss 1br/1ba PH,1yr Term, DWNTN Bethesda,",1.0,700.0,https://washingtondc.craigslist.org/mld/apa/d/chevy-chase-dont-miss-1br-1ba-ph1yr/7147858949.html,2150,Bethesda,,South Bethesda,20815,1,4,3
2020-06-24 19:17:00, (Downtown Bethesda),"1br/1ba PENTHOUSE,1yr Term, DWNTWN Bethesda,",1.0,700.0,https://washingtondc.craigslist.org/mld/apa/d/chevy-chase-1br-1ba-penthouse1yr-term/7147858685.html,2150,Bethesda,,South Bethesda,20815,1,4,3
2020-06-24 19:16:00, (Old Town Alexandria),"$1,000 OFF 1st month",2.0,940.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-1000-off-1st-month/7147851450.html,1895,Alexandria,,Lyles-Crouch,22314,1,3,3
2020-06-24 19:14:00," (Montgomery Village, MD)",1 Bedroom + Loft renovated condo in Montgomery Village,2.0,801.0,https://washingtondc.craigslist.org/mld/apa/d/gaithersburg-1-bedroom-loft-renovated/7146611444.html,1475,,,Nathans Hill,20886,9,4,1
2020-06-24 19:13:00," (Annandale, Springfield, Fairfax)",Large Kitchen space! Washer and Dryer!,2.0,1262.0,https://washingtondc.craigslist.org/nva/apa/d/annandale-large-kitchen-space-washer/7146610550.html,1682,,,,22003,1,,
2020-06-24 19:09:00, (Kingstowne),Apartment for RENT  NOW or 1 July,1.0,742.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-apartment-for-rent-now-or-1/7143909503.html,1600,,,Walhaven,22315,1,4,1
2020-06-24 19:08:00," (Alexandria, Mt Vernon, Ft Belvoir)","1.5ba Condo (Alexandria, Mt Vernon, Ft Belvoir)",2.0,1100.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-15ba-condo-alexandria-mt/7140496053.html,1650,,,Mount Vernon Manor,22309,2,1,1
2020-06-24 19:08:00, (Alexandria),townhome 2bed/2bath Alexandria,2.0,1573.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-townhome-2bed-2bath/7147822660.html,3500,Alexandria,,Lyles-Crouch,22314,9,5,1
2020-06-24 19:07:00, (Herndon),The Lifestyle You Deserve!,1.0,832.0,https://washingtondc.craigslist.org/doc/apa/d/herndon-the-lifestyle-you-deserve/7144235873.html,1582,,,,20171,1,5,1
2020-06-24 19:05:00, (Mount Vernon),Spacious Home,4.0,1951.0,https://washingtondc.craigslist.org/nva/apa/d/alexandria-spacious-home/7147815105.html,3200,,,Mount Vernon Manor,22309,6,,5
2020-06-24 19:04:00, (Washington DC),Supreme hospital Address,3.0,,https://washingtondc.craigslist.org/nva/apa/d/washington-supreme-hospital-address/7143280260.html,571,Washington D.C.,,Washington D.C.,,6,2,
2020-06-24 19:03:00, (Arlington),Spacious Arlington Apartment for Rent,1.0,,https://washingtondc.craigslist.org/nva/apa/d/arlington-spacious-arlington-apartment/7138745567.html,1065,Arlington,,Arlington,22201,1,4,1
