posted,neighborhood,post title,number bedrooms,sqft,URL,price,cities,towns,neighborhoods,zips,types,parking,laundry
2020-08-17 16:40:00," (Loring Park /Downtown, Minneapolis)","SPECIAL!! Heated Bathroom Floors, Urban Design, Endless Amenities!",2.0,1100.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-special-heated-bathroom/7179289277.html,1880,Minneapolis,,Loring Park,55403,1,2,1
2020-08-17 16:37:00, (Adams Street NE),"3bed, TWO bath, plus office (!) NE Arts District Duplex",3.0,1430.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-3bed-two-bath-plus-office/7169329575.html,1850,Minneapolis,,Logan Park,55413,4,,1
2020-08-17 16:35:00, (Minneapolis),6 weeks free rent with this unit! North loop views!,2.0,983.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-6-weeks-free-rent-with-this/7179286387.html,2360,Minneapolis,,St Anthony West,55401,1,2,1
2020-08-17 16:31:00, (North Loop),Big bedrooms ✓ Near downtown ✓ SS appliances ✓,2.0,1263.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-big-bedrooms-near-downtown/7179277183.html,2250,Minneapolis,,St Anthony West,55401,8,2,1
2020-08-17 16:29:00, (Minneapolis),2452 Garfield classic 2BR $1600 $300 off 9/1 rent.,2.0,900.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-2452-garfield-classic-2br/7179282489.html,1600,Minneapolis,,Whittier,55405,1,5,3
2020-08-17 16:28:00, (Minneapolis),Cat-Friendly Community. We Welcome Up To 2 Cats Per Apartment Home.,1.0,574.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-cat-friendly-community-we/7179256095.html,1123,Minneapolis,,CARAG,55408,1,4,1
2020-08-17 16:26:00, (south minneapolis),quiet 1 bedroom Apartment! close to uptown,1.0,,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-quiet-1-bedroom-apartment/7179278801.html,1050,Minneapolis,,Kingfield,55409,1,4,3
2020-08-17 16:25:00, (Minneapolis),One block to lake of the Isles! Large upper duplex with porch.,2.0,1800.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-one-block-to-lake-of-the/7170449569.html,1795,Minneapolis,,Bryn Mawr,55405,1,4,1
2020-08-17 16:24:00," (Downtown / North Loop, Minneapolis)","++6 Weeks FREE! Gas Range, 9ft Ceilngs, Extraordinary Amenities!",2.0,1125.0,https://minneapolis.craigslist.org/hnp/apa/d/6-weeks-free-gas-range-9ft-ceilngs/7179261841.html,2390,Minneapolis,,St Anthony West,55401,1,2,1
2020-08-17 16:22:00, (Minneapolis),2-Bedroom at The Encore - Park/River Views - ONE MONTH FREE,2.0,1271.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-2-bedroom-at-the-encore/7170967819.html,2942,Minneapolis,,Marcy-Holmes,55415,1,2,1
2020-08-17 16:22:00, (North Loop),UPDATED! GREAT LOCATION! AMAZING LOFT UNITS!,1.0,780.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-updated-great-location/7179277935.html,1650,Minneapolis,,St Anthony West,55401,8,2,1
2020-08-17 16:22:00, (Northeast Minneapolis),Spacious second floor apartment in a NE duplex,2.0,820.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-spacious-second-floor/7176403126.html,1350,Minneapolis,,Holland,55418,1,3,
2020-08-17 16:22:00, (North Loop),LOOKING FOR A BIGGER PLACE…TRY US!!,1.0,964.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-looking-for-bigger-placetry/7179277493.html,1830,Minneapolis,,St Anthony West,55401,8,2,1
2020-08-17 16:22:00," (Hwy 100, St. Louis Park)","++DEN! Enormous! Extraordinary Amenities, Close to West End!",1.0,925.0,https://minneapolis.craigslist.org/hnp/apa/d/den-enormous-extraordinary-amenities/7179277368.html,1495,Saint Louis Park,,Fern Hill,55416,1,2,1
2020-08-17 16:21:00, (North Loop),OUR MOST DESIRABLE UNIT– WON'T LAST LONG! You’ll LOVE it!,2.0,900.0,https://minneapolis.craigslist.org/hnp/apa/d/minneapolis-our-most-desirable-unit/7179276816.html,1890,Minneapolis,,St Anthony West,55401,1,2,1
